adj,freq,class,subjectivity,best performing,difference lex-sub,input_score,lexical_score,sub_score,p2exp_d,age,input strings,output strings
wooden,175,material,0.255454545,input,0.74008334888454252,0.84266560867413487,0.8032542896278374,0.06317094074329492,"[0.008522727272727272, 0.010894418291862811, 0.12898453261600537]",2,"old wooden ,thick wooden ,old wooden ,old wooden ,long wooden ,old wooden ,old wooden ,little wooden ,big wooden ,big wooden ,wooden old ,little wooden ,proper wooden ,old wooden ,nice wooden ,old wooden ,mean wooden ,solid wooden ,simple wooden ,tiny wooden ,brown wooden ,small wooden ,smart wooden ,small wooden ,small wooden ,hard wooden ,short wooden ,hot wooden ,long wooden ,small wooden ,rotten wooden ,simple wooden ,small wooden ,solid wooden ,grand wooden ,black wooden ,green wooden ,long wooden ,large wooden ,little wooden ,long wooden ,thick wooden ,low wooden ,black wooden ,long wooden ,large wooden ,big wooden ,ancient wooden ,old wooden ,big wooden ,new wooden ,small wooden ,small wooden ,old wooden ,heavy wooden ,hard wooden ,large wooden ,thick wooden ,simple wooden ,heavy wooden ,long wooden ,old wooden ,old wooden ,plain wooden ,rough wooden ,green wooden ,great wooden ,huge wooden ,simple wooden ,simple wooden ,small wooden ,old wooden ,short wooden ,long wooden ,little wooden ,little wooden ,light wooden ,bright wooden ,heavy wooden ,white wooden ,tall wooden ,long wooden ,huge wooden ,large wooden ,old wooden ,long wooden ,small wooden ,tall wooden ,tall wooden ,long wooden ,plain wooden ,old wooden ,tiny wooden ,black wooden ,long wooden ,small wooden ,tiny wooden ,large wooden ,small wooden ,large wooden ,massive wooden ,huge wooden ,little wooden ,high wooden ,old wooden ,short wooden ,large wooden ,large wooden ,low wooden ,tiny wooden ,tiny wooden ,big wooden ,big wooden ,narrow wooden ,hollow wooden ,big wooden ,great wooden ,flat wooden ,flat wooden ,heavy wooden ,heavy wooden ,small wooden ,old wooden ,long wooden ,wide wooden ,solid wooden ,small wooden ,large wooden ,central wooden ,large wooden ,tall wooden ,new wooden ,large wooden ,low wooden ,long wooden ,black wooden ,little wooden ,old wooden ,long wooden ,long wooden ,high wooden ,large wooden ,long wooden ,little wooden ,tiny wooden ,flat wooden ,new wooden ,short wooden ,little wooden ,small wooden ,small wooden ,small wooden ,little wooden ,black wooden ,narrow wooden ,little wooden ,big wooden ,small wooden ,flat wooden ,outer wooden ,outer wooden ,outer wooden ,outer wooden ,inner wooden ,outer wooden ,little wooden ,rough wooden ,hard wooden ,old wooden ,old wooden ,old wooden ,old wooden ,major wooden ,simple wooden ,innocent wooden ,","little wooden ,little wooden ,little wooden ,little wooden ,little wooden ,beautiful wooden ,little wooden ,little wooden ,little wooden ,little wooden ,little wooden ,little wooden ,little wooden ,little wooden ,little wooden ,little wooden ,little wooden ,little wooden ,little wooden ,little wooden ,"
bad,65,value,0.71625,input,-5.5354435627177345e-11,4.8438803682756321e-08,1.2203791795383904e-15,5.5355656006356886e-11,"[0.6590909090909091, 0.87302849569251162, 0.76799204771371765]",2,"big bad ,big bad ,bad solid ,bad old ,bad little ,big bad ,bad old ,bad side ,bad old ,bad old ,bad old ,bad little ,bad little ,bad old ,bad old ,bad old ,bad old ,bad old ,bad little ,rotten bad ,bad old ,big bad ,bad old ,bad old ,big bad ,mad bad ,big bad ,third bad ,bad old ,bad old ,bad old ,big bad ,bad old ,bad old ,huge bad ,future bad ,bad old ,bad old ,bad old ,recent bad ,bad old ,bad old ,bad old ,bad old ,simple bad ,bad small ,bad old ,mad bad ,big bad ,recent bad ,bad old ,bad old ,bad old ,big bad ,bad old ,bad old ,bad old ,big bad ,big bad ,bad long ,bad old ,bad old ,bad old ,big bad ,recent bad ,","awful bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,bad little ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,"
stupid,9,human,0.6575,input,-0.44619129061965535,0.94999999999999996,0.26634653335087488,0.71253782397053023,"[0.95, 0.26634653335087488, 0.71253782397053023]",2,"stupid little ,stupid young ,stupid old ,stupid old ,stupid little ,stupid black ,stupid old ,stupid old ,stupid small ,","stupid little ,"
small,135,dimension,0.513,input,0.010785419865389483,0.037215530547764553,0.010833201557445249,4.7781692055766171e-05,"[0.7022058823529411, 0.63826086956521744, 0.44073578595317725]",2,"little small ,little small ,small little ,small little ,small little ,little small ,small basic ,small little ,small little ,small hard ,small local ,small new ,small black ,small local ,small red ,small local ,small young ,small side ,small dark ,little small ,small little ,nice small ,small local ,small little ,small local ,small black ,small local ,small hard ,small yellow ,small wooden ,new small ,small blue ,best small ,new small ,small new ,small wooden ,small wooden ,good small ,small new ,small wooden ,small blue ,small blue ,small green ,odd small ,small brown ,small green ,small wooden ,small square ,small yellow ,small red ,small green ,perfect small ,new small ,small hard ,little small ,small brown ,beautiful small ,comfortable small ,small wooden ,small wooden ,best small ,small square ,past small ,small square ,small wooden ,small new ,small blue ,narrow small ,small blue ,small short ,small red ,beautiful small ,beautiful small ,bad small ,small wooden ,small square ,small brown ,small yellow ,small wooden ,new small ,local small ,small wooden ,good small ,small round ,local small ,best small ,new small ,small brown ,small wooden ,small red ,special small ,small blue ,small soft ,neat small ,best small ,small red ,small red ,small green ,small brown ,small wooden ,normal small ,small old ,small red ,small red ,small red ,small plastic ,small red ,new small ,small red ,small brown ,best small ,small old ,small plastic ,ugly small ,final small ,small wooden ,small blue ,small wooden ,small wooden ,small blue ,small wooden ,small green ,small green ,small green ,small green ,small hard ,excellent small ,small square ,new small ,easy small ,stupid small ,expensive small ,small red ,small red ,small red ,","pretty small ,small little ,small little ,small gentle ,small little ,cool small ,small green ,small green ,small red ,small red ,small red ,small red ,small red ,small red ,small green ,small green ,small green ,small red ,small red ,"
soft,64,physical,0.572222222,input,0.01838956147988707,0.11293745388005348,0.02172306984298113,0.0033335083630940598,"[0.34615384615384615, 0.48078452160084811, 0.5862708719851577]",2,"nice soft ,nice soft ,little soft ,right soft ,nice soft ,little soft ,plastic soft ,nice soft ,nice soft ,hot soft ,clean soft ,soft blue ,soft brown ,pretty soft ,thin soft ,long soft ,final soft ,soft brown ,ancient soft ,soft yellow ,warm soft ,soft brown ,soft blue ,soft blue ,soft brown ,soft brown ,dark soft ,big soft ,big soft ,big soft ,soft brown ,soft red ,beautiful soft ,thick soft ,delicate soft ,soft fresh ,local soft ,pure soft ,large soft ,flat soft ,little soft ,soft plastic ,healthy soft ,beautiful soft ,soft green ,thick soft ,soft smooth ,brown soft ,small soft ,soft green ,soft brown ,beautiful soft ,soft yellow ,beautiful soft ,soft blue ,fat soft ,fat soft ,soft blue ,soft blue ,great soft ,big soft ,big soft ,cheap soft ,soft brown ,","big soft ,soft fluffy ,beautiful soft ,beautiful soft ,beautiful soft ,nice soft ,nice soft ,nice soft ,nice soft ,nice soft ,nice soft ,soft yellow ,"
round,2,shape,0.23875,sub,-0.089092075626135303,0.00537109375,0.28128873716660785,0.37038081279274315,"[0.5, 0.037460567823343852, 0.11744216614090432]",2,"round green ,small round ,","big round ,big round ,little round ,big round ,little round ,big round ,big round ,big round ,big round ,round yellow ,big round ,"
mean,5,human,0.712727273,input,-0.14495938958376253,0.263671875,0.10180722669892771,0.24676661628269023,"[0.75, 0.26646942800788953, 0.7654174884944116]",2,"good mean ,mean wooden ,mean new ,mean old ,mean big ,","mean big ,mean hot ,mean good ,instant mean ,instant mean ,"
heavy,30,physical,0.5725,lexical,0.0080815188729373415,0.00051143828680883831,0.010160819054360538,0.0020793001814231964,"[0.6612903225806451, 0.48087071240105539, 0.58614775725593671]",2,"big heavy ,pretty heavy ,heavy plain ,nice heavy ,heavy little ,big heavy ,old heavy ,heavy red ,big heavy ,good heavy ,big heavy ,heavy thick ,heavy old ,heavy old ,big heavy ,big heavy ,heavy slow ,heavy smooth ,heavy new ,heavy wooden ,heavy wooden ,heavy red ,heavy old ,heavy wooden ,heavy old ,heavy wooden ,heavy wooden ,heavy red ,heavy brown ,heavy yellow ,","big heavy ,big heavy ,big heavy ,big heavy ,big heavy ,pretty heavy ,big heavy ,"
square,31,shape,0.384285714,lexical,0.26441483045256631,0.859375,0.96430927563003033,0.69989444517746402,"[0.140625, 0.035690724369969652, 0.30010555482253598]",2,"little square ,negative square ,negative square ,positive square ,negative square ,negative square ,negative square ,open square ,open square ,little square ,new square ,square past ,little square ,deep square ,nice square ,small square ,average square ,flat square ,square blue ,small square ,small square ,white square ,white square ,small square ,left square ,square old ,white square ,square smooth ,large square ,central square ,small square ,","little square ,"
old,739,age,0.646666667,input,0.0078974751165770823,0.015722954071660425,0.0078974751168436903,2.6660820624297193e-13,"[0.09121621621621621, 0.3516955319458594, 0.70884878474748947]",2,"old western ,good old ,old crazy ,regular old ,big old ,old good ,big old ,good old ,good old ,old wooden ,little old ,plain old ,good old ,old black ,poor old ,special old ,old little ,beautiful old ,poor old ,beautiful old ,grand old ,grand old ,old famous ,silly old ,old healthy ,ripe old ,old american ,poor old ,bad old ,poor old ,poor old ,old wooden ,poor old ,old wooden ,poor old ,big old ,big old ,great old ,old great ,old dry ,big old ,good old ,good old ,good old ,nice old ,poor old ,little old ,old wooden ,old wooden ,old short ,little old ,boring old ,poor old ,poor old ,bad old ,old heavy ,old english ,old english ,old english ,good old ,poor old ,poor old ,poor old ,poor old ,poor old ,good old ,good old ,good old ,nice old ,grumpy old ,wise old ,old brown ,bad old ,poor old ,poor old ,good old ,poor old ,poor old ,old important ,old weird ,poor old ,good old ,silly old ,boring old ,old american ,good old ,good old ,good old ,poor old ,poor old ,good old ,bad old ,thick old ,wooden old ,silly old ,big old ,good old ,good old ,poor old ,old super ,poor old ,poor old ,rough old ,clever old ,nice old ,little old ,poor old ,gorgeous old ,good old ,nice old ,nice old ,poor old ,rotten old ,little old ,bad old ,poor old ,silly old ,funny old ,big old ,funny old ,sweet old ,poor old ,stupid old ,funny old ,poor old ,stupid old ,big old ,old empty ,silly old ,clever old ,poor old ,poor old ,nice old ,nice old ,good old ,good old ,good old ,poor old ,long old ,sad old ,good old ,fair old ,good old ,nice old ,beautiful old ,poor old ,funny old ,boring old ,boring old ,good old ,good old ,good old ,silly old ,big old ,poor old ,poor old ,poor old ,nice old ,silly old ,heavy old ,poor old ,little old ,nice old ,nice old ,poor old ,poor old ,big old ,big old ,nice old ,little old ,little old ,big old ,good old ,little old ,little old ,little old ,little old ,nice old ,poor old ,poor old ,good old ,good old ,old brown ,funny old ,old funny ,good old ,heavy old ,big old ,old english ,long old ,poor old ,fierce old ,old french ,old wooden ,good old ,bad old ,awful old ,good old ,good old ,good old ,good old ,good old ,little old ,poor old ,silly old ,pathetic old ,fat old ,good old ,good old ,poor old ,old wooden ,good old ,bad old ,good old ,good old ,boring old ,good old ,poor old ,good old ,good old ,good old ,good old ,good old ,deep old ,silly old ,british old ,old common ,wicked old ,poor old ,bad old ,bad old ,boring old ,grand old ,fair old ,bad old ,good old ,good old ,old human ,old british ,poor old ,big old ,good old ,silly old ,grumpy old ,grumpy old ,good old ,good old ,good old ,poor old ,poor old ,good old ,silly old ,little old ,little old ,boring old ,poor old ,large old ,old blue ,poor old ,silly old ,beautiful old ,little old ,fair old ,bald old ,fat old ,tall old ,pink old ,big old ,bad old ,awful old ,wise old ,vicious old ,rough old ,little old ,plain old ,boring old ,fine old ,good old ,little old ,sweet old ,grand old ,bad old ,famous old ,famous old ,bad old ,silly old ,little old ,good old ,grand old ,beautiful old ,plain old ,bright old ,good old ,huge old ,dirty old ,great old ,dirty old ,big old ,strange old ,full old ,crazy old ,fat old ,big old ,old brown ,little old ,good old ,good old ,grand old ,good old ,good old ,comfortable old ,poor old ,big old ,good old ,old brown ,large old ,grand old ,good old ,funny old ,comfortable old ,good old ,high old ,poor old ,white old ,grand old ,good old ,fair old ,boring old ,grand old ,bad old ,good old ,boring old ,great old ,sweet old ,grand old ,boring old ,bald old ,little old ,wild old ,silly old ,good old ,bad old ,silly old ,mad old ,rough old ,big old ,beautiful old ,beautiful old ,poor old ,silly old ,poor old ,silly old ,poor old ,fair old ,dirty old ,dirty old ,silly old ,boring old ,bad old ,poor old ,old yellow ,old red ,tiny old ,old blue ,wicked old ,good old ,funny old ,old wooden ,poor old ,boring old ,cold old ,cold old ,damp old ,good old ,nice old ,great old ,good old ,little old ,good old ,fine old ,strong old ,poor old ,poor old ,wise old ,wise old ,grand old ,ripe old ,old red ,fierce old ,plain old ,good old ,good old ,dirty old ,narrow old ,funny old ,funny old ,poor old ,bad old ,famous old ,grand old ,bad old ,grand old ,plain old ,dirty old ,funny old ,bad old ,bad old ,good old ,old wooden ,funny old ,hard old ,horrible old ,wise old ,fat old ,stupid old ,good old ,good old ,good old ,good old ,large old ,clear old ,bad old ,crazy old ,famous old ,early old ,poor old ,good old ,nasty old ,huge old ,famous old ,silly old ,dirty old ,warm old ,old blue ,grand old ,old wooden ,grand old ,dirty old ,good old ,old blue ,nice old ,weird old ,third old ,poor old ,poor old ,good old ,large old ,old wooden ,fine old ,fine old ,little old ,poor old ,funny old ,poor old ,good old ,hard old ,old wooden ,old brown ,good old ,sweet old ,bad old ,poor old ,bad old ,old red ,poor old ,heavy old ,poor old ,little old ,boring old ,wise old ,old red ,famous old ,good old ,poor old ,good old ,good old ,good old ,proper old ,good old ,good old ,grand old ,grand old ,bad old ,dirty old ,bad old ,old brown ,rotten old ,stupid old ,fine old ,funny old ,funny old ,wicked old ,good old ,ripe old ,silly old ,dirty old ,wicked old ,special old ,ripe old ,good old ,rotten old ,poor old ,poor old ,tall old ,fine old ,grand old ,poor old ,major old ,old wooden ,huge old ,sweet old ,quiet old ,good old ,wise old ,good old ,poor old ,fine old ,good old ,old wooden ,good old ,poor old ,good old ,bad old ,little old ,good old ,grand old ,beautiful old ,poor old ,little old ,pathetic old ,pathetic old ,big old ,poor old ,big old ,nice old ,fair old ,good old ,dirty old ,hard old ,good old ,good old ,good old ,good old ,grand old ,dirty old ,good old ,poor old ,large old ,good old ,silly old ,old wooden ,wise old ,good old ,grand old ,grand old ,good old ,poor old ,square old ,good old ,sleepy old ,beautiful old ,good old ,fair old ,nice old ,poor old ,poor old ,fierce old ,fierce old ,poor old ,good old ,fair old ,tall old ,heavy old ,grand old ,tall old ,good old ,fine old ,silly old ,good old ,good old ,high old ,fine old ,old red ,grumpy old ,good old ,sad old ,funny old ,sad old ,good old ,poor old ,funny old ,good old ,poor old ,funny old ,funny old ,funny old ,nasty old ,old blue ,wicked old ,silly old ,bad old ,poor old ,grand old ,old wooden ,poor old ,silly old ,mean old ,strange old ,dirty old ,ugly old ,horrible old ,good old ,empty old ,poor old ,gentle old ,poor old ,cozy old ,bad old ,small old ,quiet old ,old red ,bad old ,good old ,ripe old ,wise old ,sad old ,good old ,cheap old ,poor old ,poor old ,big old ,rough old ,regular old ,good old ,grand old ,wise old ,silly old ,old wooden ,tiny old ,horrible old ,ugly old ,small old ,bad old ,bad old ,good old ,dry old ,fine old ,good old ,good old ,funny old ,average old ,poor old ,grand old ,funny old ,great old ,good old ,mad old ,old big ,grand old ,good old ,poor old ,wise old ,grand old ,ugly old ,dirty old ,good old ,fat old ,silly old ,famous old ,wise old ,ripe old ,poor old ,ripe old ,bald old ,poor old ,good old ,good old ,bad old ,happy old ,local old ,dirty old ,dirty old ,good old ,ugly old ,thin old ,good old ,good old ,sad old ,beautiful old ,beautiful old ,strange old ,nice old ,nice old ,nice old ,good old ,good old ,good old ,beautiful old ,old wooden ,wise old ,bad old ,old wooden ,little old ,poor old ,poor old ,silly old ,dirty old ,poor old ,gracious old ,good old ,basic old ,special old ,good old ,good old ,bad old ,old wooden ,old wooden ,little old ,comfortable old ,funny old ,funny old ,nice old ,nice old ,poor old ,nice old ,dry old ,ugly old ,poor old ,poor old ,bad old ,big old ,clever old ,good old ,high old ,old big ,poor old ,wise old ,good old ,silly old ,","old dirty ,old dirty ,old dirty ,old dirty ,wee old ,wee old ,wee old ,wee old ,little old ,simple old ,little old ,big old ,little old ,big old ,fun old ,fun old ,poor old ,poor old ,poor old ,little old ,poor old ,poor old ,little old ,merry old ,old wicked ,big old ,old grey ,old grey ,good old ,good old ,good old ,good old ,good old ,good old ,good old ,good old ,old empty ,poor old ,good old ,good old ,big old ,fun old ,fun old ,nasty old ,fun old ,old podgy ,dear old ,"
fluffy,6,physical,0.573333333,lexical,0.00018483122948621252,2.7697823709693942e-07,0.00018865153569074184,3.8203062045293038e-06,"[0.6428571428571429, 0.48093108890057862, 0.58594160967911624]",2,"fluffy hot ,fluffy hot ,fluffy white ,black fluffy ,big fluffy ,fluffy long ,","soft fluffy ,nice fluffy ,big fluffy ,big fluffy ,big fluffy ,white fluffy ,big fluffy ,white fluffy ,fluffy pink ,big fluffy ,big fluffy ,big fluffy ,big fluffy ,big fluffy ,big fluffy ,big fluffy ,big fluffy ,big fluffy ,big fluffy ,fluffy pink ,big fluffy ,"
hard,78,physical,0.428181818,input,-0.080755371596729436,0.36279652345470387,0.037747441700465859,0.11850281329719529,"[0.18354430379746836, 0.48074880509824747, 0.34725172596919807]",2,"great hard ,top hard ,top hard ,top hard ,fast hard ,good hard ,hard cold ,good hard ,small hard ,long hard ,long hard ,long hard ,blue hard ,special hard ,hard little ,nice hard ,strange hard ,pretty hard ,small hard ,new hard ,little hard ,hard wooden ,young hard ,hard yellow ,dry hard ,local hard ,good hard ,small hard ,hard brown ,long hard ,little hard ,long hard ,local hard ,long hard ,hard old ,hard wooden ,hard blue ,little hard ,dense hard ,hard yellow ,hard old ,pure hard ,good hard ,tiny hard ,long hard ,long hard ,cold hard ,long hard ,thick hard ,new hard ,local hard ,thin hard ,long hard ,hard old ,long hard ,long hard ,little hard ,hard plastic ,long hard ,long hard ,good hard ,long hard ,long hard ,flat hard ,tiny hard ,perfect hard ,long hard ,hard short ,long hard ,long hard ,major hard ,long hard ,clean hard ,long hard ,short hard ,hard wooden ,good hard ,small hard ,","pretty hard ,pretty hard ,pretty hard ,pretty hard ,big hard ,"
proper,14,value,0.766666667,input,0.036680119687798607,0.47829690000000008,0.37884809069378211,0.34216797100598351,"[0.9, 0.87052395997893628, 0.85795155344918383]",2,"proper american ,proper american ,proper final ,proper future ,proper posh ,proper little ,proper little ,nice proper ,proper little ,proper little ,proper wooden ,proper english ,proper green ,proper old ,","proper little ,proper little ,proper little ,proper little ,proper little ,proper little ,proper little ,"
blonde,9,color,0.295333333,input,0.082677134698287275,0.51334208327950481,0.18223137920286911,0.099554244504581835,"[0.05, 0.12274700697276675, 0.16261018287067491]",2,"nice blonde ,beautiful blonde ,short blonde ,short blonde ,tall blonde ,white blonde ,white blonde ,long blonde ,big blonde ,","little blonde ,little blonde ,little blonde ,little blonde ,little blonde ,little blonde ,little blonde ,little blonde ,little blonde ,little blonde ,little blonde ,little blonde ,little blonde ,"
special,14,value,0.68,lexical,0.13855976829910477,0.69999999999999996,0.87052395997893628,0.73196419167983151,"[0.7, 0.87052395997893628, 0.73196419167983151]",2,"excellent special ,special old ,new special ,large special ,fair special ,special little ,special little ,special hard ,special wide ,special tiny ,special old ,special small ,special new ,special old ,","special yellow ,"
blue,204,color,0.346666667,lexical,0.05728981004131032,4.6079095231403015e-05,0.093757073108936911,0.036467263067626592,"[0.03170731707317073, 0.11281393464758305, 0.22522279233054279]",2,"big blue ,thin blue ,thin blue ,little blue ,bright blue ,thick blue ,blue thick ,fair blue ,little blue ,outer blue ,northern blue ,blue hard ,blue yellow ,little blue ,dark blue ,little blue ,big blue ,little blue ,great blue ,tiny blue ,little blue ,deep blue ,bright blue ,gorgeous blue ,old blue ,large blue ,beautiful blue ,light blue ,pale blue ,faint blue ,fine blue ,famous blue ,famous blue ,tiny blue ,delicate blue ,big blue ,soft blue ,small blue ,new blue ,beautiful blue ,warm blue ,deep blue ,pale blue ,small blue ,small blue ,thick blue ,pale blue ,thin blue ,big blue ,great blue ,deep blue ,pale blue ,dark blue ,bright blue ,bright blue ,french blue ,little blue ,huge blue ,fine blue ,pale blue ,brilliant blue ,tiny blue ,bright blue ,pale blue ,little blue ,little blue ,dark blue ,pale blue ,square blue ,old blue ,tiny blue ,soft blue ,soft blue ,little blue ,little blue ,bright blue ,giant blue ,ugly blue ,cold blue ,new blue ,long blue ,british blue ,big blue ,deep blue ,little blue ,clear blue ,deep blue ,local blue ,clear blue ,bright blue ,dark blue ,clear blue ,bright blue ,deep blue ,light blue ,clear blue ,deep blue ,clear blue ,clear blue ,hard blue ,blue green ,deep blue ,brilliant blue ,dark blue ,old blue ,deep blue ,pale blue ,blue plastic ,old blue ,dark blue ,precious blue ,dark blue ,deep blue ,bright blue ,dark blue ,small blue ,clear blue ,tiny blue ,thin blue ,dirty blue ,gigantic blue ,huge blue ,smooth blue ,thin blue ,small blue ,thick blue ,light blue ,dark blue ,dark blue ,great blue ,great blue ,wild blue ,clear blue ,bright blue ,cold blue ,pale blue ,faint blue ,pale blue ,delicate blue ,wide blue ,brilliant blue ,dark blue ,bright blue ,tiny blue ,strong blue ,strong blue ,large blue ,deep blue ,bright blue ,clear blue ,fine blue ,old blue ,small blue ,bright blue ,plain blue ,pale blue ,clear blue ,brilliant blue ,bright blue ,big blue ,thick blue ,little blue ,light blue ,steep blue ,large blue ,blue plastic ,beautiful blue ,nice blue ,wide blue ,soft blue ,dark blue ,pale blue ,thick blue ,great blue ,cold blue ,pale blue ,soft blue ,dark blue ,pale blue ,thin blue ,big blue ,clear blue ,french blue ,soft blue ,deep blue ,pale blue ,small blue ,light blue ,pale blue ,smart blue ,small blue ,dark blue ,dark blue ,dark blue ,pale blue ,tiny blue ,brilliant blue ,dark blue ,pale blue ,little blue ,big blue ,light blue ,deep blue ,deep blue ,","little blue ,pretty blue ,little blue ,red blue ,red blue ,red blue ,blue grey ,nice blue ,pretty blue ,little blue ,big blue ,little blue ,pretty blue ,big blue ,big blue ,nice blue ,nice blue ,blue red ,big blue ,big blue ,nice blue ,big blue ,big blue ,big blue ,blue red ,blue red ,big blue ,nice blue ,nice blue ,blue red ,blue red ,blue red ,big blue ,big blue ,big blue ,big blue ,nice blue ,nice blue ,nice blue ,big blue ,little blue ,big blue ,big blue ,nice blue ,little blue ,nice blue ,nice blue ,nice blue ,little blue ,nice blue ,big blue ,nice blue ,nice blue ,nice blue ,big blue ,nice blue ,nice blue ,big blue ,blue red ,big blue ,blue red ,big blue ,big blue ,nice blue ,nice blue ,nice blue ,blue red ,big blue ,"
purple,30,color,0.2405,lexical,0.0053096871213118846,0.0015109293670636618,0.068553483447276853,0.063243796325964968,"[0.016129032258064516, 0.1217018469656992, 0.11616094986807388]",2,"little purple ,little purple ,wild purple ,big purple ,deep purple ,deep purple ,strange purple ,thick purple ,bright purple ,deep purple ,early purple ,long purple ,warm purple ,delicate purple ,smooth purple ,deep purple ,dark purple ,dark purple ,long purple ,deep purple ,huge purple ,light purple ,dark purple ,beautiful purple ,dark purple ,dark purple ,huge purple ,thick purple ,deep purple ,long purple ,","purple red ,purple pink ,red purple ,red purple ,"
teeny,1,dimension,0.531818182,sub,-0.0069056848874465022,6.103515625e-05,0.00084949845192143665,0.0077551833393679388,"[0.75, 0.63582599553160735, 0.50052569325798402]",2,"teeny little ,","little teeny ,little teeny ,little teeny ,little teeny ,little teeny ,little teeny ,little teeny ,"
dutch,N/A,nationality,0.383333333,N/A,0.0,0.5,0.5,0.5,not in input,2,,"little dutch ,"
podgy,N/A,dimension,0.67,N/A,0.0,0.5,0.5,0.5,not in input,2,,"old podgy ,"
