adj,freq,class,subjectivity,best performing,difference lex-sub,input_score,lexical_score,sub_score,p2exp_d,age,input strings,output strings
small,135,dimension,0.513,lexical,0.11787602439781741,0.25249843321316168,0.28077962885723429,0.16290360445941687,"[0.7022058823529411, 0.63826086956521744, 0.44073578595317725]",3,"little small ,little small ,small little ,small little ,small little ,little small ,small basic ,small little ,small little ,small hard ,small local ,small new ,small black ,small local ,small red ,small local ,small young ,small side ,small dark ,little small ,small little ,nice small ,small local ,small little ,small local ,small black ,small local ,small hard ,small yellow ,small wooden ,new small ,small blue ,best small ,new small ,small new ,small wooden ,small wooden ,good small ,small new ,small wooden ,small blue ,small blue ,small green ,odd small ,small brown ,small green ,small wooden ,small square ,small yellow ,small red ,small green ,perfect small ,new small ,small hard ,little small ,small brown ,beautiful small ,comfortable small ,small wooden ,small wooden ,best small ,small square ,past small ,small square ,small wooden ,small new ,small blue ,narrow small ,small blue ,small short ,small red ,beautiful small ,beautiful small ,bad small ,small wooden ,small square ,small brown ,small yellow ,small wooden ,new small ,local small ,small wooden ,good small ,small round ,local small ,best small ,new small ,small brown ,small wooden ,small red ,special small ,small blue ,small soft ,neat small ,best small ,small red ,small red ,small green ,small brown ,small wooden ,normal small ,small old ,small red ,small red ,small red ,small plastic ,small red ,new small ,small red ,small brown ,best small ,small old ,small plastic ,ugly small ,final small ,small wooden ,small blue ,small wooden ,small wooden ,small blue ,small wooden ,small green ,small green ,small green ,small green ,small hard ,excellent small ,small square ,new small ,easy small ,stupid small ,expensive small ,small red ,small red ,small red ,","little small ,pretty small ,small brown ,small little ,little small ,small black ,small gold ,small gold ,"
soft,64,physical,0.572222222,input,0.025612287942652863,0.11950274109665414,0.03773446126677725,0.012122173324124385,"[0.34615384615384615, 0.48078452160084811, 0.5862708719851577]",3,"nice soft ,nice soft ,little soft ,right soft ,nice soft ,little soft ,plastic soft ,nice soft ,nice soft ,hot soft ,clean soft ,soft blue ,soft brown ,pretty soft ,thin soft ,long soft ,final soft ,soft brown ,ancient soft ,soft yellow ,warm soft ,soft brown ,soft blue ,soft blue ,soft brown ,soft brown ,dark soft ,big soft ,big soft ,big soft ,soft brown ,soft red ,beautiful soft ,thick soft ,delicate soft ,soft fresh ,local soft ,pure soft ,large soft ,flat soft ,little soft ,soft plastic ,healthy soft ,beautiful soft ,soft green ,thick soft ,soft smooth ,brown soft ,small soft ,soft green ,soft brown ,beautiful soft ,soft yellow ,beautiful soft ,soft blue ,fat soft ,fat soft ,soft blue ,soft blue ,great soft ,big soft ,big soft ,cheap soft ,soft brown ,","nice soft ,nice soft ,nice soft ,nice soft ,nice soft ,"
round,2,shape,0.23875,lexical,0.41166419782280561,0.0001220703125,0.6087526891294206,0.19708849130661496,"[0.5, 0.037460567823343852, 0.11744216614090432]",3,"round green ,small round ,","big round ,nice round ,little round ,little round ,little round ,little round ,little round ,little round ,little round ,little round ,little round ,big round ,big round ,"
mean,5,human,0.712727273,input,-0.36525952814511164,0.421875,0.05551628280328727,0.42077581094839894,"[0.75, 0.26646942800788953, 0.7654174884944116]",3,"good mean ,mean wooden ,mean new ,mean old ,mean big ,","pretty mean ,mean big ,mean strong ,mean little ,"
heavy,30,physical,0.5725,lexical,0.043292999058838745,0.013161652523331905,0.072627672116845163,0.029334673058006418,"[0.6612903225806451, 0.48087071240105539, 0.58614775725593671]",3,"big heavy ,pretty heavy ,heavy plain ,nice heavy ,heavy little ,big heavy ,old heavy ,heavy red ,big heavy ,good heavy ,big heavy ,heavy thick ,heavy old ,heavy old ,big heavy ,big heavy ,heavy slow ,heavy smooth ,heavy new ,heavy wooden ,heavy wooden ,heavy red ,heavy old ,heavy wooden ,heavy old ,heavy wooden ,heavy wooden ,heavy red ,heavy brown ,heavy yellow ,","big heavy ,big heavy ,big heavy ,big heavy ,"
old,739,age,0.646666667,input,0.045803645168282607,0.090530054921861211,0.045804062579058037,4.1741077543241517e-07,"[0.09121621621621621, 0.3516955319458594, 0.70884878474748947]",3,"old western ,good old ,old crazy ,regular old ,big old ,old good ,big old ,good old ,good old ,old wooden ,little old ,plain old ,good old ,old black ,poor old ,special old ,old little ,beautiful old ,poor old ,beautiful old ,grand old ,grand old ,old famous ,silly old ,old healthy ,ripe old ,old american ,poor old ,bad old ,poor old ,poor old ,old wooden ,poor old ,old wooden ,poor old ,big old ,big old ,great old ,old great ,old dry ,big old ,good old ,good old ,good old ,nice old ,poor old ,little old ,old wooden ,old wooden ,old short ,little old ,boring old ,poor old ,poor old ,bad old ,old heavy ,old english ,old english ,old english ,good old ,poor old ,poor old ,poor old ,poor old ,poor old ,good old ,good old ,good old ,nice old ,grumpy old ,wise old ,old brown ,bad old ,poor old ,poor old ,good old ,poor old ,poor old ,old important ,old weird ,poor old ,good old ,silly old ,boring old ,old american ,good old ,good old ,good old ,poor old ,poor old ,good old ,bad old ,thick old ,wooden old ,silly old ,big old ,good old ,good old ,poor old ,old super ,poor old ,poor old ,rough old ,clever old ,nice old ,little old ,poor old ,gorgeous old ,good old ,nice old ,nice old ,poor old ,rotten old ,little old ,bad old ,poor old ,silly old ,funny old ,big old ,funny old ,sweet old ,poor old ,stupid old ,funny old ,poor old ,stupid old ,big old ,old empty ,silly old ,clever old ,poor old ,poor old ,nice old ,nice old ,good old ,good old ,good old ,poor old ,long old ,sad old ,good old ,fair old ,good old ,nice old ,beautiful old ,poor old ,funny old ,boring old ,boring old ,good old ,good old ,good old ,silly old ,big old ,poor old ,poor old ,poor old ,nice old ,silly old ,heavy old ,poor old ,little old ,nice old ,nice old ,poor old ,poor old ,big old ,big old ,nice old ,little old ,little old ,big old ,good old ,little old ,little old ,little old ,little old ,nice old ,poor old ,poor old ,good old ,good old ,old brown ,funny old ,old funny ,good old ,heavy old ,big old ,old english ,long old ,poor old ,fierce old ,old french ,old wooden ,good old ,bad old ,awful old ,good old ,good old ,good old ,good old ,good old ,little old ,poor old ,silly old ,pathetic old ,fat old ,good old ,good old ,poor old ,old wooden ,good old ,bad old ,good old ,good old ,boring old ,good old ,poor old ,good old ,good old ,good old ,good old ,good old ,deep old ,silly old ,british old ,old common ,wicked old ,poor old ,bad old ,bad old ,boring old ,grand old ,fair old ,bad old ,good old ,good old ,old human ,old british ,poor old ,big old ,good old ,silly old ,grumpy old ,grumpy old ,good old ,good old ,good old ,poor old ,poor old ,good old ,silly old ,little old ,little old ,boring old ,poor old ,large old ,old blue ,poor old ,silly old ,beautiful old ,little old ,fair old ,bald old ,fat old ,tall old ,pink old ,big old ,bad old ,awful old ,wise old ,vicious old ,rough old ,little old ,plain old ,boring old ,fine old ,good old ,little old ,sweet old ,grand old ,bad old ,famous old ,famous old ,bad old ,silly old ,little old ,good old ,grand old ,beautiful old ,plain old ,bright old ,good old ,huge old ,dirty old ,great old ,dirty old ,big old ,strange old ,full old ,crazy old ,fat old ,big old ,old brown ,little old ,good old ,good old ,grand old ,good old ,good old ,comfortable old ,poor old ,big old ,good old ,old brown ,large old ,grand old ,good old ,funny old ,comfortable old ,good old ,high old ,poor old ,white old ,grand old ,good old ,fair old ,boring old ,grand old ,bad old ,good old ,boring old ,great old ,sweet old ,grand old ,boring old ,bald old ,little old ,wild old ,silly old ,good old ,bad old ,silly old ,mad old ,rough old ,big old ,beautiful old ,beautiful old ,poor old ,silly old ,poor old ,silly old ,poor old ,fair old ,dirty old ,dirty old ,silly old ,boring old ,bad old ,poor old ,old yellow ,old red ,tiny old ,old blue ,wicked old ,good old ,funny old ,old wooden ,poor old ,boring old ,cold old ,cold old ,damp old ,good old ,nice old ,great old ,good old ,little old ,good old ,fine old ,strong old ,poor old ,poor old ,wise old ,wise old ,grand old ,ripe old ,old red ,fierce old ,plain old ,good old ,good old ,dirty old ,narrow old ,funny old ,funny old ,poor old ,bad old ,famous old ,grand old ,bad old ,grand old ,plain old ,dirty old ,funny old ,bad old ,bad old ,good old ,old wooden ,funny old ,hard old ,horrible old ,wise old ,fat old ,stupid old ,good old ,good old ,good old ,good old ,large old ,clear old ,bad old ,crazy old ,famous old ,early old ,poor old ,good old ,nasty old ,huge old ,famous old ,silly old ,dirty old ,warm old ,old blue ,grand old ,old wooden ,grand old ,dirty old ,good old ,old blue ,nice old ,weird old ,third old ,poor old ,poor old ,good old ,large old ,old wooden ,fine old ,fine old ,little old ,poor old ,funny old ,poor old ,good old ,hard old ,old wooden ,old brown ,good old ,sweet old ,bad old ,poor old ,bad old ,old red ,poor old ,heavy old ,poor old ,little old ,boring old ,wise old ,old red ,famous old ,good old ,poor old ,good old ,good old ,good old ,proper old ,good old ,good old ,grand old ,grand old ,bad old ,dirty old ,bad old ,old brown ,rotten old ,stupid old ,fine old ,funny old ,funny old ,wicked old ,good old ,ripe old ,silly old ,dirty old ,wicked old ,special old ,ripe old ,good old ,rotten old ,poor old ,poor old ,tall old ,fine old ,grand old ,poor old ,major old ,old wooden ,huge old ,sweet old ,quiet old ,good old ,wise old ,good old ,poor old ,fine old ,good old ,old wooden ,good old ,poor old ,good old ,bad old ,little old ,good old ,grand old ,beautiful old ,poor old ,little old ,pathetic old ,pathetic old ,big old ,poor old ,big old ,nice old ,fair old ,good old ,dirty old ,hard old ,good old ,good old ,good old ,good old ,grand old ,dirty old ,good old ,poor old ,large old ,good old ,silly old ,old wooden ,wise old ,good old ,grand old ,grand old ,good old ,poor old ,square old ,good old ,sleepy old ,beautiful old ,good old ,fair old ,nice old ,poor old ,poor old ,fierce old ,fierce old ,poor old ,good old ,fair old ,tall old ,heavy old ,grand old ,tall old ,good old ,fine old ,silly old ,good old ,good old ,high old ,fine old ,old red ,grumpy old ,good old ,sad old ,funny old ,sad old ,good old ,poor old ,funny old ,good old ,poor old ,funny old ,funny old ,funny old ,nasty old ,old blue ,wicked old ,silly old ,bad old ,poor old ,grand old ,old wooden ,poor old ,silly old ,mean old ,strange old ,dirty old ,ugly old ,horrible old ,good old ,empty old ,poor old ,gentle old ,poor old ,cozy old ,bad old ,small old ,quiet old ,old red ,bad old ,good old ,ripe old ,wise old ,sad old ,good old ,cheap old ,poor old ,poor old ,big old ,rough old ,regular old ,good old ,grand old ,wise old ,silly old ,old wooden ,tiny old ,horrible old ,ugly old ,small old ,bad old ,bad old ,good old ,dry old ,fine old ,good old ,good old ,funny old ,average old ,poor old ,grand old ,funny old ,great old ,good old ,mad old ,old big ,grand old ,good old ,poor old ,wise old ,grand old ,ugly old ,dirty old ,good old ,fat old ,silly old ,famous old ,wise old ,ripe old ,poor old ,ripe old ,bald old ,poor old ,good old ,good old ,bad old ,happy old ,local old ,dirty old ,dirty old ,good old ,ugly old ,thin old ,good old ,good old ,sad old ,beautiful old ,beautiful old ,strange old ,nice old ,nice old ,nice old ,good old ,good old ,good old ,beautiful old ,old wooden ,wise old ,bad old ,old wooden ,little old ,poor old ,poor old ,silly old ,dirty old ,poor old ,gracious old ,good old ,basic old ,special old ,good old ,good old ,bad old ,old wooden ,old wooden ,little old ,comfortable old ,funny old ,funny old ,nice old ,nice old ,poor old ,nice old ,dry old ,ugly old ,poor old ,poor old ,bad old ,big old ,clever old ,good old ,high old ,old big ,poor old ,wise old ,good old ,silly old ,","little old ,stupid old ,merry old ,merry old ,big old ,poor old ,poor old ,poor old ,fun old ,old dead ,merry old ,merry old ,fun old ,old grey ,little old ,stupid old ,grand old ,big old ,yucky old ,yucky old ,old little ,old clever ,"
fluffy,6,physical,0.573333333,lexical,0.0044059147875801022,0.00026468891228855921,0.0052698729569303224,0.00086395816935022044,"[0.6428571428571429, 0.48093108890057862, 0.58594160967911624]",3,"fluffy hot ,fluffy hot ,fluffy white ,black fluffy ,big fluffy ,fluffy long ,","white fluffy ,white fluffy ,white fluffy ,big fluffy ,little fluffy ,little fluffy ,big fluffy ,little fluffy ,"
hard,78,physical,0.428181818,input,-0.1334970791290494,0.81645569620253167,0.51925119490175253,0.65274827403080193,"[0.18354430379746836, 0.48074880509824747, 0.34725172596919807]",3,"great hard ,top hard ,top hard ,top hard ,fast hard ,good hard ,hard cold ,good hard ,small hard ,long hard ,long hard ,long hard ,blue hard ,special hard ,hard little ,nice hard ,strange hard ,pretty hard ,small hard ,new hard ,little hard ,hard wooden ,young hard ,hard yellow ,dry hard ,local hard ,good hard ,small hard ,hard brown ,long hard ,little hard ,long hard ,local hard ,long hard ,hard old ,hard wooden ,hard blue ,little hard ,dense hard ,hard yellow ,hard old ,pure hard ,good hard ,tiny hard ,long hard ,long hard ,cold hard ,long hard ,thick hard ,new hard ,local hard ,thin hard ,long hard ,hard old ,long hard ,long hard ,little hard ,hard plastic ,long hard ,long hard ,good hard ,long hard ,long hard ,flat hard ,tiny hard ,perfect hard ,long hard ,hard short ,long hard ,long hard ,major hard ,long hard ,clean hard ,long hard ,short hard ,hard wooden ,good hard ,small hard ,","pretty hard ,"
back,12,location,0.297142857,input,-0.068504869702553428,0.88461538461538458,0.76901816267438794,0.83752303237694137,"[0.11538461538461539, 0.230981837325612, 0.16247696762305869]",3,"full back ,big back ,tiny back ,huge back ,big back ,open back ,new back ,new back ,horrible back ,left back ,little back ,back good ,","big back ,"
dead,2,human,0.14,sub,-0.23501577287066244,0.5,0.7334384858044164,0.96845425867507884,"[0.5, 0.2665615141955836, 0.031545741324921134]",3,"golden dead ,dead white ,","old dead ,"
dear,N/A,value,0.61,N/A,0.0,0.25,0.25,0.25,not in input,3,,"dear little ,dear little ,"
cold,15,physical,0.69,lexical,0.2718235681369322,0.46875,0.51909150757077027,0.24726793943383807,"[0.53125, 0.48090849242922978, 0.75273206056616193]",3,"nice cold ,big cold ,hard cold ,big cold ,nice cold ,horrid cold ,dark cold ,cold new ,cold old ,cold old ,cold blue ,cold green ,cold hard ,cold blue ,cold blue ,","long cold ,"
special,14,value,0.68,lexical,0.22204038699589956,0.48999999999999994,0.75781196489740865,0.53577157790150909,"[0.7, 0.87052395997893628, 0.73196419167983151]",3,"excellent special ,special old ,new special ,large special ,fair special ,special little ,special little ,special hard ,special wide ,special tiny ,special old ,special small ,special new ,special old ,","special important ,special green ,"
blue,204,color,0.346666667,sub,-0.10250197750396155,3.3888524849312965e-06,0.0065856151717829476,0.1090875926757445,"[0.03170731707317073, 0.11281393464758305, 0.22522279233054279]",3,"big blue ,thin blue ,thin blue ,little blue ,bright blue ,thick blue ,blue thick ,fair blue ,little blue ,outer blue ,northern blue ,blue hard ,blue yellow ,little blue ,dark blue ,little blue ,big blue ,little blue ,great blue ,tiny blue ,little blue ,deep blue ,bright blue ,gorgeous blue ,old blue ,large blue ,beautiful blue ,light blue ,pale blue ,faint blue ,fine blue ,famous blue ,famous blue ,tiny blue ,delicate blue ,big blue ,soft blue ,small blue ,new blue ,beautiful blue ,warm blue ,deep blue ,pale blue ,small blue ,small blue ,thick blue ,pale blue ,thin blue ,big blue ,great blue ,deep blue ,pale blue ,dark blue ,bright blue ,bright blue ,french blue ,little blue ,huge blue ,fine blue ,pale blue ,brilliant blue ,tiny blue ,bright blue ,pale blue ,little blue ,little blue ,dark blue ,pale blue ,square blue ,old blue ,tiny blue ,soft blue ,soft blue ,little blue ,little blue ,bright blue ,giant blue ,ugly blue ,cold blue ,new blue ,long blue ,british blue ,big blue ,deep blue ,little blue ,clear blue ,deep blue ,local blue ,clear blue ,bright blue ,dark blue ,clear blue ,bright blue ,deep blue ,light blue ,clear blue ,deep blue ,clear blue ,clear blue ,hard blue ,blue green ,deep blue ,brilliant blue ,dark blue ,old blue ,deep blue ,pale blue ,blue plastic ,old blue ,dark blue ,precious blue ,dark blue ,deep blue ,bright blue ,dark blue ,small blue ,clear blue ,tiny blue ,thin blue ,dirty blue ,gigantic blue ,huge blue ,smooth blue ,thin blue ,small blue ,thick blue ,light blue ,dark blue ,dark blue ,great blue ,great blue ,wild blue ,clear blue ,bright blue ,cold blue ,pale blue ,faint blue ,pale blue ,delicate blue ,wide blue ,brilliant blue ,dark blue ,bright blue ,tiny blue ,strong blue ,strong blue ,large blue ,deep blue ,bright blue ,clear blue ,fine blue ,old blue ,small blue ,bright blue ,plain blue ,pale blue ,clear blue ,brilliant blue ,bright blue ,big blue ,thick blue ,little blue ,light blue ,steep blue ,large blue ,blue plastic ,beautiful blue ,nice blue ,wide blue ,soft blue ,dark blue ,pale blue ,thick blue ,great blue ,cold blue ,pale blue ,soft blue ,dark blue ,pale blue ,thin blue ,big blue ,clear blue ,french blue ,soft blue ,deep blue ,pale blue ,small blue ,light blue ,pale blue ,smart blue ,small blue ,dark blue ,dark blue ,dark blue ,pale blue ,tiny blue ,brilliant blue ,dark blue ,pale blue ,little blue ,big blue ,light blue ,deep blue ,deep blue ,","little blue ,little blue ,little blue ,blue purple ,blue purple ,blue purple ,little blue ,little blue ,new blue ,little blue ,little blue ,blue purple ,little blue ,blue purple ,new blue ,blue purple ,blue purple ,little blue ,big blue ,little blue ,little blue ,nice blue ,"
purple,30,color,0.2405,input,-0.018145040529054246,0.89241532292627535,0.40317517799262853,0.42132021852168278,"[0.016129032258064516, 0.1217018469656992, 0.11616094986807388]",3,"little purple ,little purple ,wild purple ,big purple ,deep purple ,deep purple ,strange purple ,thick purple ,bright purple ,deep purple ,early purple ,long purple ,warm purple ,delicate purple ,smooth purple ,deep purple ,dark purple ,dark purple ,long purple ,deep purple ,huge purple ,light purple ,dark purple ,beautiful purple ,dark purple ,dark purple ,huge purple ,thick purple ,deep purple ,long purple ,","blue purple ,blue purple ,blue purple ,blue purple ,blue purple ,blue purple ,blue purple ,"
teeny,1,dimension,0.531818182,sub,-0.036896849417501432,0.375,0.46310259787569558,0.49999944729319701,"[0.75, 0.63582599553160735, 0.50052569325798402]",3,"teeny little ,","nice teeny ,teeny little ,"
rotten,10,value,0.4425,sub,-0.16522447379959843,0.028007820504063922,0.00028273016415507877,0.16550720396375351,"[0.5909090909090909, 0.87032894736842104, 0.36217105263157895]",3,"dirty rotten ,rotten wet ,rotten old ,rotten bad ,rotten wooden ,dirty rotten ,rotten old ,rotten old ,little rotten ,pretty rotten ,","dirty rotten ,dirty rotten ,dirty rotten ,dirty rotten ,"
horrible,10,value,0.64,lexical,0.18368421052631578,0.77272727272727271,0.87032894736842104,0.68664473684210525,"[0.7727272727272727, 0.87032894736842104, 0.68664473684210525]",3,"horrible little ,dirty horrible ,great horrible ,horrible back ,horrible little ,horrible big ,horrible old ,horrible old ,horrible long ,horrible old ,","horrible new ,"
new,424,age,0.265,lexical,0.043792819603457614,0.00018206752399480222,0.043801345046907095,8.5254434494800111e-06,"[0.16823529411764707, 0.35819649318118563, 0.11821597550793209]",3,"new front ,new big ,new little ,new odd ,brave new ,new little ,new front ,new european ,new red ,major new ,new young ,new young ,new big ,nice new ,brave new ,brave new ,big new ,new european ,new european ,new little ,new special ,new young ,excellent new ,best new ,small new ,happy new ,new square ,major new ,major new ,new young ,new local ,new fresh ,nice new ,bright new ,major new ,nice new ,great new ,new european ,new deep ,big new ,new little ,new front ,nice new ,happy new ,silly new ,new white ,new little ,big new ,new big ,new white ,big new ,nice new ,happy new ,big new ,new quick ,new pink ,nice new ,nice new ,new back ,new back ,nice new ,new young ,young new ,nice new ,new european ,good new ,super new ,new strange ,brave new ,huge new ,big new ,major new ,useful new ,new posh ,important new ,brave new ,major new ,large new ,huge new ,brave new ,great new ,great new ,fantastic new ,fantastic new ,fresh new ,bright new ,great new ,major new ,smart new ,new small ,major new ,brilliant new ,new red ,significant new ,brave new ,brave new ,massive new ,major new ,new hard ,big new ,new blue ,new small ,small new ,european new ,bright new ,excellent new ,bright new ,cold new ,major new ,major new ,expensive new ,massive new ,exciting new ,huge new ,important new ,big new ,great new ,bright new ,small new ,great new ,beautiful new ,bright new ,fresh new ,heavy new ,large new ,pure new ,huge new ,excellent new ,strong new ,bright new ,exciting new ,major new ,fragile new ,major new ,new green ,great new ,super new ,major new ,strange new ,exciting new ,exciting new ,smart new ,smart new ,brave new ,new small ,major new ,expensive new ,hot new ,huge new ,beautiful new ,expensive new ,smart new ,huge new ,ugly new ,great new ,important new ,massive new ,big new ,major new ,major new ,major new ,new yellow ,enormous new ,nice new ,fresh new ,fresh new ,best new ,best new ,excellent new ,smart new ,fantastic new ,healthy new ,great new ,best new ,excellent new ,pretty new ,great new ,strange new ,shiny new ,nice new ,strong new ,new wooden ,new short ,major new ,new blue ,shiny new ,massive new ,new big ,huge new ,major new ,huge new ,strong new ,big new ,brave new ,great new ,bright new ,major new ,major new ,bright new ,major new ,major new ,fine new ,brave new ,important new ,major new ,good new ,fast new ,significant new ,significant new ,significant new ,significant new ,exciting new ,major new ,major new ,large new ,huge new ,smart new ,new green ,huge new ,great new ,great new ,huge new ,great new ,great new ,fast new ,great new ,best new ,large new ,large new ,great new ,major new ,delicious new ,smart new ,large new ,large new ,good new ,good new ,massive new ,good new ,small new ,posh new ,new big ,new plastic ,exciting new ,comfortable new ,expensive new ,major new ,major new ,exciting new ,best new ,brilliant new ,huge new ,major new ,major new ,little new ,significant new ,exciting new ,important new ,beautiful new ,new hard ,important new ,big new ,smart new ,fancy new ,major new ,important new ,strange new ,clear new ,large new ,major new ,large new ,major new ,great new ,new small ,exciting new ,exciting new ,major new ,exciting new ,beautiful new ,brave new ,strange new ,major new ,important new ,odd new ,major new ,great new ,important new ,exciting new ,brave new ,huge new ,exciting new ,great new ,mean new ,brilliant new ,major new ,major new ,big new ,strange new ,neat new ,shiny new ,major new ,major new ,major new ,large new ,major new ,major new ,new long ,brilliant new ,new big ,good new ,exciting new ,exciting new ,good new ,exciting new ,significant new ,new small ,excellent new ,significant new ,fancy new ,posh new ,strange new ,huge new ,nice new ,expensive new ,white new ,strange new ,new big ,exciting new ,great new ,central new ,best new ,major new ,best new ,exciting new ,exciting new ,significant new ,long new ,super new ,special new ,exciting new ,handy new ,new red ,smart new ,new smooth ,brave new ,strange new ,huge new ,strange new ,great new ,smart new ,strange new ,new red ,new wooden ,cheap new ,new big ,fantastic new ,strange new ,new short ,important new ,new small ,crisp new ,strange new ,brave new ,good new ,best new ,hot new ,brave new ,shiny new ,important new ,smart new ,major new ,large new ,new wooden ,brave new ,new yellow ,bright new ,best new ,brave new ,pure new ,pure new ,major new ,funny new ,happy new ,exciting new ,fresh new ,vicious new ,exciting new ,new red ,clean new ,happy new ,nice new ,new tiny ,important new ,great new ,american new ,exciting new ,significant new ,young new ,young new ,regular new ,major new ,regular new ,strong new ,massive new ,brave new ,little new ,large new ,ugly new ,exciting new ,exciting new ,exciting new ,large new ,exciting new ,new small ,delicious new ,new short ,best new ,massive new ,new plastic ,major new ,brave new ,good new ,excellent new ,exciting new ,","horrible new ,new little ,new clean ,new clean ,nice new ,new long ,new little ,beautiful new ,new blue ,new blue ,new little ,new little ,big new ,nice new ,big new ,big new ,nice new ,new solid ,"
red,226,color,0.174166667,input,-0.13536600326406617,0.46174196824292812,0.065662605682906147,0.20102860894697233,"[0.03303964757709251, 0.11166034669555797, 0.067375406283856992]",3,"regular red ,good red ,bright red ,little red ,little red ,little red ,little red ,nice red ,big red ,new red ,red hot ,little red ,little red ,long red ,long red ,long red ,little red ,big red ,small red ,heavy red ,little red ,big red ,red hot ,black red ,bright red ,red hot ,red green ,big red ,red hot ,little red ,dark red ,little red ,red gorgeous ,nice red ,famous red ,dark red ,good red ,tiny red ,famous red ,precious red ,bright red ,western red ,new red ,thin red ,deep red ,large red ,black red ,bright red ,great red ,brilliant red ,little red ,large red ,little red ,little red ,long red ,bright red ,little red ,small red ,little red ,pale red ,dark red ,deep red ,enormous red ,bright red ,huge red ,deep red ,great red ,bright red ,old red ,great red ,long red ,shiny red ,dark red ,fine red ,dark red ,red plastic ,great red ,cheap red ,shiny red ,cheap red ,old red ,large red ,dark red ,little red ,dirty red ,thin red ,bright red ,beautiful red ,little red ,western red ,bright red ,bright red ,beautiful red ,long red ,cheap red ,tall red ,large red ,rough red ,bright red ,great red ,heavy red ,best red ,fine red ,warm red ,soft red ,sweet red ,sweet red ,old red ,old red ,bright red ,human red ,bright red ,famous red ,fine red ,tiny red ,big red ,small red ,solid red ,light red ,solid red ,dark red ,dark red ,solid red ,bright red ,bright red ,deep red ,bright red ,wide red ,big red ,long red ,large red ,massive red ,normal red ,bright red ,local red ,tall red ,full red ,bright red ,dark red ,healthy red ,bright red ,old red ,dark red ,young red ,best red ,small red ,wild red ,tiny red ,short red ,brilliant red ,small red ,small red ,warm red ,tall red ,new red ,heavy red ,dirty red ,solid red ,old red ,local red ,plain red ,bright red ,light red ,new red ,strong red ,small red ,small red ,small red ,solid red ,bright red ,wide red ,bright red ,brilliant red ,beautiful red ,dark red ,tiny red ,huge red ,dark red ,little red ,small red ,large red ,great red ,dark red ,wide red ,small red ,long red ,cute red ,cute red ,famous red ,large red ,bright red ,strange red ,long red ,hollow red ,beautiful red ,shiny red ,little red ,plain red ,bright red ,bright red ,new red ,little red ,wide red ,british red ,big red ,little red ,tiny red ,bright red ,smooth red ,deep red ,dark red ,dark red ,bright red ,bright red ,little red ,little red ,bright red ,bright red ,bright red ,large red ,dry red ,large red ,deep red ,small red ,small red ,small red ,","big red ,little red ,little red ,little red ,little red ,little red ,little red ,little red ,big red ,little red ,big red ,big red ,big red ,big red ,big red ,big red ,little red ,big red ,little red ,little red ,little red ,big red ,big red ,"
thin,25,dimension,0.571538462,sub,-0.048999836440026034,0.1582946127199408,0.19482819678403021,0.24382803322405625,"[0.6730769230769231, 0.63625576796308503, 0.58582729070533945]",3,"thin blue ,thin blue ,thin white ,narrow thin ,long thin ,tiny thin ,little thin ,long thin ,thin little ,tall thin ,little thin ,tall thin ,thin green ,thin red ,thin soft ,thin blue ,thin brown ,thin red ,thin blue ,thin blue ,thin hard ,thin green ,thin blue ,thin yellow ,thin old ,","little thin ,long thin ,thin tall ,long thin ,thin tall ,"
full,14,physical,0.384444444,sub,-0.18035808320168512,0.3666666666666667,0.51908899420747767,0.69944707740916279,"[0.6333333333333333, 0.48091100579252238, 0.30055292259083727]",3,"full back ,final full ,great full ,full basic ,full front ,full european ,pretty full ,open full ,massive full ,full open ,full old ,full brown ,full brown ,full red ,","pretty full ,"
cozy,5,value,0.683333333,input,-5.9572828758130669e-05,0.002180325369012916,6.2460302524415617e-07,6.0197431783374829e-05,"[0.5833333333333334, 0.8700854700854701, 0.75049309664694275]",3,"nice cozy ,cozy little ,tiny cozy ,cozy little ,cozy old ,","warm cozy ,warm cozy ,warm cozy ,warm cozy ,warm cozy ,warm cozy ,warm cozy ,"
pathetic,4,value,0.687692308,sub,-0.11918222455955829,0.099999999999999978,0.12996318695766496,0.24914541151722325,"[0.9, 0.87003681304233504, 0.75085458848277675]",3,"pathetic little ,pathetic old ,pathetic old ,pathetic old ,","pretty pathetic ,"
french,8,nationality,0.278888889,lexical,0.15390686661404884,0.61111111111111116,0.99605367008681922,0.84214680347277038,"[0.3888888888888889, 0.0039463299131807421, 0.15785319652722968]",3,"french just ,famous french ,little french ,best french ,best french ,old french ,french blue ,french blue ,","good french ,"
ancient,3,age,0.444,input,-0.0022347837518075231,0.875,0.36604443275930065,0.36827921651110818,"[0.875, 0.36604443275930065, 0.36827921651110818]",3,"ancient soft ,ancient wooden ,ancient yellow ,","ancient little ,"
merry,N/A,human,0.72,N/A,0.0,0.0625,0.0625,0.0625,not in input,3,,"merry old ,merry old ,merry old ,merry old ,"
strong,23,physical,0.64375,lexical,0.10982965774554296,0.012035228587962956,0.13988859144205087,0.03005893369650791,"[0.7708333333333334, 0.4808883616712798, 0.68907341505206277]",3,"huge strong ,strong brown ,best strong ,strong clear ,strong maternal ,good strong ,strong regional ,strong regional ,large strong ,good strong ,strong common ,strong green ,strong yellow ,strong new ,strong new ,strong old ,strong short ,strong new ,strong blue ,strong blue ,strong red ,strong new ,strong brown ,","mean strong ,big strong ,pretty strong ,"
