adj,freq,class,subjectivity,best performing,difference lex-sub,input_score,lexical_score,sub_score,p2exp_d,age,input strings,output strings
stupid,2,human,0.6575,input,-0.070438818261783637,0.33489797668038418,5.86371531864098e-05,0.070497455414970045,"[0.8333333333333334, 0.19710401891252954, 0.64273049645390068]",3,"stupid old ,stupid old ,","stupid old ,stupid old ,stupid old ,stupid old ,stupid old ,stupid old ,"
silly,1,human,0.655,lexical,0.43738924985233318,0.25,0.80271707028942707,0.36532782043709389,"[0.75, 0.19728292971057296, 0.63467217956290611]",3,"silly green ,","dumb silly ,"
thin,5,dimension,0.571538461538462,input,-0.0026642984014210169,0.58333333333333326,0.51095322676139721,0.51361752516281822,"[0.4166666666666667, 0.48904677323860274, 0.48638247483718178]",3,"little thin ,long thin ,thin tall ,long thin ,thin tall ,","little thin ,"
clean,5,physical,0.589230769230769,input,0.17668435553474218,0.64722784850823034,0.20944283163220662,0.032758476097464441,"[0.08333333333333333, 0.26850207223208999, 0.49526346950858496]",3,"nice clean ,new clean ,new clean ,white clean ,nice clean ,","nice clean ,nice clean ,nice clean ,nice clean ,nice clean ,"
light,2,physical,0.562,input,0.26399053535201111,0.69444444444444453,0.53448888944776973,0.27049835409575862,"[0.16666666666666666, 0.26891252955082745, 0.47990543735224589]",3,"tiny light ,orange light ,","red light ,red light ,"
small,8,dimension,0.513,sub,-0.01760086245685805,0.00020343693973261934,0.0023745395277537176,0.019975401984611767,"[0.6111111111111112, 0.48902728351126928, 0.35260972716488731]",3,"little small ,pretty small ,small brown ,small little ,little small ,small black ,small gold ,small gold ,","little small ,little small ,little small ,little small ,little small ,little small ,little small ,super small ,super small ,"
wicked,4,human,0.674444444444444,sub,-0.45828402366863902,0.10000000000000001,0.19674556213017752,0.65502958579881654,"[0.1, 0.19674556213017752, 0.65502958579881654]",3,"good wicked ,good wicked ,good wicked ,good wicked ,","wicked old ,"
soft,5,physical,0.572222222222222,input,0.21788040260509178,0.91666666666666663,0.73149792776791001,0.51361752516281822,"[0.08333333333333333, 0.26850207223208999, 0.48638247483718178]",3,"nice soft ,nice soft ,nice soft ,nice soft ,nice soft ,","little soft ,"
round,13,shape,0.23875,lexical,0.056513979773944012,0.9642857142857143,0.98036882807852466,0.92385484830458064,"[0.03571428571428571, 0.019631171921475312, 0.076145151695419397]",3,"big round ,nice round ,little round ,little round ,little round ,little round ,little round ,little round ,little round ,little round ,little round ,big round ,big round ,","big round ,"
south,N/A,location,0.232,N/A,0.0,0.5,0.5,0.5,not in input,3,,"old south ,"
mean,4,human,0.712727272727273,input,-0.31576473129038246,0.34299999999999992,0.0076157878061883129,0.32338051909657078,"[0.7, 0.19674556213017752, 0.68639053254437865]",3,"pretty mean ,mean big ,mean strong ,mean little ,","mean old ,mean old ,mean yucky ,"
